,Text,Type
1110,liquid-crystal display,SKILL
1111,query expansion,SKILL
1112,c3.js,SKILL
1113,real time operating system,SKILL
1114,pusher,SKILL
1115,hhvm hiphop virtual machine,SKILL
1116,bootstrap,SKILL
1117,aws cloudformation,SKILL
1118,ubiquitous computing,SKILL
1119,rspec,SKILL
1120,bitbucket,SKILL
1121,amazon sns,SKILL
1122,business tools,SKILL
1123,maximum a posteriori estimation,SKILL
1124,log management,SKILL
1125,mining engineering,SKILL
1126,scaffold,SKILL
1127,vue js,SKILL
1128,built in self test,SKILL
1129,numpy,SKILL
1130,conductor,SKILL
1131,deployment as a service,SKILL
1132,vmware vsphere,SKILL
1133,data analysis,SKILL
1134,flutter,SKILL
1135,codemirror,SKILL
1136,virtual machine platforms & containers,SKILL
1137,postgresql,SKILL
1138,image sensor,SKILL
1139,viterbi algorithm,SKILL
1140,minecraft,SKILL
1141,query language,SKILL
1142,sinatra,SKILL
1143,optical character recognition,SKILL
1144,record linkage,SKILL
1145,skeleton computer programming,SKILL
1146,sorting,SKILL
1147,realtime analytics,SKILL
1148,nlu,SKILL
1149,svn subversion,SKILL
1150,speech recognition,SKILL
1151,runscope,SKILL
1152,eclipse,SKILL
1153,propagation delay,SKILL
1154,chrome extension,SKILL
1155,sendbird,SKILL
1156,phonegap,SKILL
1157,wordpress,SKILL
1158,handlebars js,SKILL
1159,riak,SKILL
1160,linux mint,SKILL
1161,simulation,SKILL
1162,missing data,SKILL
1163,automated theorem proving,SKILL
1164,very large database,SKILL
1165,temporal database,SKILL
1166,replication computing,SKILL
1167,lexico,SKILL
1168,materialize,SKILL
1169,shields io,SKILL
1170,ovh,SKILL
1171,amazon rds,SKILL
1172,document signature,SKILL
1173,box,SKILL
1174,mailchimp,SKILL
1175,enzyme,SKILL
1176,data acquisition,SKILL
1177,influxdb,SKILL
1178,cross-platform mobile tools,SKILL
1179,memcached,SKILL
1180,mongodb hosting,SKILL
1181,analog to digital converter,SKILL
1182,lxc,SKILL
1183,npm,SKILL
1184,google cloud memorystore,SKILL
1185,entity–relationship model,SKILL
1186,sqlalchemy,SKILL
1187,knex js,SKILL
1188,website monitoring,SKILL
1189,mean-shift,SKILL
1190,puppeteer,SKILL
1191,languages & frameworks,SKILL
1192,seesaw,SKILL
1193,travis ci,SKILL
1194,user profile,SKILL
1195,active database,SKILL
1196,solid modeling,SKILL
1197,source separation,SKILL
1198,computer multitasking,SKILL
1199,data stream,SKILL
1200,read-write memory,SKILL
1201,library science,SKILL
1202,create react native app,SKILL
1203,google scholar and academic libraries,SKILL
1204,heroku redis,SKILL
1205,multi core processor,SKILL
1206,netbeans ide,SKILL
1207,data mining,SKILL
1208,react router,SKILL
1209,process engineering,SKILL
1210,engagement lifecycle marketing,SKILL
1211,jupyter notebook,SKILL
1212,round-trip delay time,SKILL
1213,storybook,SKILL
1214,inference,SKILL
1215,topic maps,SKILL
1216,machine vision,SKILL
1217,amazon emr,SKILL
1218,watershed,SKILL
1219,shift register,SKILL
1220,server configuration and automation,SKILL
1221,code generation,SKILL
1222,cryptography,SKILL
1223,amazon web services,SKILL
1224,object model,SKILL
1225,koding,SKILL
1226,mocha,SKILL
1227,random indexing,SKILL
1228,visualization,SKILL
1229,semantic similarity,SKILL
1230,network layer,SKILL
1231,integrated services digital network,SKILL
1232,datalog,SKILL
1233,http,SKILL
1234,query optimization,SKILL
1235,grafana,SKILL
1236,survey widget,SKILL
1237,dropbox,SKILL
1238,economic policy,SKILL
1239,semantic html,SKILL
1240,pandas,SKILL
1241,drone.io,SKILL
1242,relational database,SKILL
1243,database design,SKILL
1244,smart card,SKILL
1245,front-end frameworks,SKILL
1246,webstorm,SKILL
1247,hapi,SKILL
1248,ant design,SKILL
1249,knowledge retrieval,SKILL
1250, net,SKILL
1251,stars,SKILL
1252,google cloud dns,SKILL
1253,internet privacy,SKILL
1254,distributed memory,SKILL
1255,distributed computing environment,SKILL
1256,next generation network,SKILL
1257,homebrew,SKILL
1258,automatic programming,SKILL
1259,stream processing,SKILL
1260,twilio,SKILL
1261,devise,SKILL
1262,collaboration,SKILL
1263,latex,SKILL
1264,model-based reasoning,SKILL
1265,funnel analysis analytics,SKILL
1266,github api,SKILL
1267,google cloud sql,SKILL
1268,git tools,SKILL
1269,spring boot,SKILL
1270,fuzzy logic,SKILL
1271,finance,SKILL
1272,data sharing,SKILL
1273,program optimization,SKILL
1274,document collaboration,SKILL
1275,semantic web stack,SKILL
1276,platform as a service,SKILL
1277,mobile computing,SKILL
1278,shared resource,SKILL
1279,cost database,SKILL
1280,link analysis,SKILL
1281,pingdom,SKILL
1282,adder,SKILL
1283,scalable vector graphics,SKILL
1284,translation service,SKILL
1285,recommender system,SKILL
1286,in-memory databases,SKILL
1287,marionette,SKILL
1288,branch and bound,SKILL
1289,mapping apis,SKILL
1290,charting libraries,SKILL
1291,association rule learning,SKILL
1292,title search,SKILL
1293,eye tracking,SKILL
1294,functional programming,SKILL
1295,signalr,SKILL
1296,semantic ui,SKILL
1297,optical flow,SKILL
1298,program synthesis,SKILL
1299,concurrent computing,SKILL
1300,localization,SKILL
1301,workflow,SKILL
1302,collision,SKILL
1303,gitlab ci,SKILL
1304,google compute engine,SKILL
1305,bulma,SKILL
1306,synthetic data,SKILL
1307,docker cloud,SKILL
1308,graph databases,SKILL
1309,concurrency frameworks,SKILL
1310,operator computer programming,SKILL
1311,puma,SKILL
1312,word error rate,SKILL
1313,screen sharing,SKILL
1314,turing machine,SKILL
1315,hipchat,SKILL
1316,google cloud dataflow,SKILL
1317,mesosphere,SKILL
1318,password management,SKILL
1319,softlayer,SKILL
1320,node js process manager,SKILL
1321,microprocessor,SKILL
1322,material-ui,SKILL
1323,random forest,SKILL
1324,logic programming,SKILL
1325,google cloud messaging,SKILL
1326,ember.js,SKILL
1327,microcontroller,SKILL
1328,data management,SKILL
1329,decision support system,SKILL
1330,intuitionistic logic,SKILL
1331,top-down and bottom-up design,SKILL
1332,amazon rds for postgresql,SKILL
1333,lxd,SKILL
1334,distributed computing,SKILL
1335,feature detection,SKILL
1336,amp,SKILL
1337,authy,SKILL
1338,prosthesis,SKILL
1339,independent component analysis,SKILL
1340,adobe photoshop,SKILL
1341,tree data structure,SKILL
1342,emacs,SKILL
1343,libraries,SKILL
1344,utilities,SKILL
1345,redis hosting,SKILL
1346,aerial photography,SKILL
1347,linear programming,SKILL
1348,noise measurement,SKILL
1349,content delivery network,SKILL
1350,feature extraction,SKILL
1351,faceted search,SKILL
1352,photogrammetry,SKILL
1353,multi-objective optimization,SKILL
1354,data center,SKILL
1355,traffic engineering,SKILL
1356,gulp,SKILL
1357,construction engineering,SKILL
1358,vue.js,SKILL
1359,rocket,SKILL
1360,realm,SKILL
1361,sketch,SKILL
1362,gearman,SKILL
1363,typescript,SKILL
1364,concept learning,SKILL
1365,groovy,SKILL
1366,medium,SKILL
1367,flask,SKILL
1368,video processing,SKILL
1369,d3 js,SKILL
1370,graphical model,SKILL
1371,sequelize,SKILL
1372,indentation,SKILL
1373,data as a service,SKILL
1374,linear logic,SKILL
1375,semi-supervised learning,SKILL
1376,syntax,SKILL
1377,go.cd,SKILL
1378,akamai,SKILL
1379,cloud foundry,SKILL
1380,codecov,SKILL
1381,nitrous io,SKILL
1382,ranking,SKILL
1383,cryptographic protocol,SKILL
1384,system on a chip,SKILL
1385,application specific integrated circuit,SKILL
1386,document classification,SKILL
1387,deterministic automaton,SKILL
1388,finagle,SKILL
1389,php mvc,SKILL
1390,command line interface,SKILL
1391,clinicalkey,SKILL
1392,locust,SKILL
1393,region of interest,SKILL
1394,instrumental variable,SKILL
1395,natural language understanding,SKILL
1396,next js,SKILL
1397,higher-order statistics,SKILL
1398,azure,SKILL
1399,language parsing,SKILL
1400,path analysis statistics,SKILL
1401,image fusion,SKILL
1402,filter signal processing,SKILL
1403,wireless sensor network,SKILL
1404,computer science,SKILL
1405,denial-of-service attack,SKILL
1406,domain registration,SKILL
1407,piwik,SKILL
1408,zenefits,SKILL
1409,cross-correlation,SKILL
1410,ibm   api connect,SKILL
1411,javascript testing framework,SKILL
1412,sensor fusion,SKILL
1413,couchbase,SKILL
1414,azure cosmos db,SKILL
1415,prolog,SKILL
1416,mustache,SKILL
1417,programming language,SKILL
1418,mobile ui frameworks,SKILL
1419,optical transfer function,SKILL
1420,discrete system,SKILL
1421,phalcon,SKILL
1422,apache zeppelin,SKILL
1423,sequential pattern mining,SKILL
1424,finite-state machine,SKILL
1425,language model,SKILL
1426,dijkstra's algorithm,SKILL
1427,subject access,SKILL
1428,rubymine,SKILL
1429,time series,SKILL
1430,help desk,SKILL
1431,virtual memory,SKILL
1432,data logger,SKILL
1433,neovim,SKILL
1434,chatbot platforms & tools,SKILL
1435,feathersjs,SKILL
1436,application server,SKILL
1437,automatic taxonomy induction,SKILL
1438,geographic information retrieval,SKILL
1439,web forms,SKILL
1440,css,SKILL
1441,intelligent agent,SKILL
1442,confluence,SKILL
1443,stripe,SKILL
1444,marketing,SKILL
1445,knex.js,SKILL
1446,g suite,SKILL
1447,loader.io,SKILL
1448,semantic web,SKILL
1449,languages,SKILL
1450,debugging,SKILL
1451,code coverage,SKILL
1452,codeanywhere,SKILL
1453,interconnection,SKILL
1454,textmate,SKILL
1455,xml,SKILL
1456,auth0,SKILL
1457,intrusion detection system,SKILL
1458,hadoop,SKILL
1459,payments,SKILL
1460,multisearch,SKILL
1461,medical imaging,SKILL
1462,web components,SKILL
1463,real-time computing,SKILL
1464,scaleway,SKILL
1465,low pass filter,SKILL
1466,data flow diagram,SKILL
1467,image retrieval,SKILL
1468,cloud ide,SKILL
1469,real-time data,SKILL
1470,api.ai,SKILL
1471,statistical classification,SKILL
1472,content management,SKILL
1473,marathon,SKILL
1474,devdocs,SKILL
1475,google cloud vision api,SKILL
1476,voice over ip,SKILL
1477,aerospike,SKILL
1478,brute-force search,SKILL
1479,amazon dynamodb,SKILL
1480,flurry,SKILL
1481,postgresql as a service,SKILL
1482,passive optical network,SKILL
1483,pile,SKILL
1484,heap,SKILL
1485,queue,SKILL
1486,google tag manager,SKILL
1487,business process,SKILL
1488,color vision,SKILL
1489,amazon kinesis,SKILL
1490,prometheus,SKILL
1491,power control,SKILL
1492,shortest path problem,SKILL
1493,edit distance,SKILL
1494,pulp and paper industry,SKILL
1495,telecommunications,SKILL
1496,time of arrival,SKILL
1497,stitch,SKILL
1498,routing protocol,SKILL
1499,handlebars.js,SKILL
1500,false positive rate,SKILL
1501,multi-core processor,SKILL
1502,predictive value of tests,SKILL
1503,actuarial science,SKILL
1504,objective c,SKILL
1505,body text,SKILL
1506,yeoman,SKILL
1507,image meta search,SKILL
1508,serverless   task processing,SKILL
1509,schedule,SKILL
1510,beta testing / mobile app distribution,SKILL
1511,directed graph,SKILL
1512,phoenix framework,SKILL
1513,react js boilerplate,SKILL
1514,parse,SKILL
1515,coreos,SKILL
1516,aspect oriented programming,SKILL
1517,amazon cognito,SKILL
1518,drupal,SKILL
1519,scientometrics,SKILL
1520,lambdatest,SKILL
1521,scala,SKILL
1522,aws lambda,SKILL
1523,crashlytics,SKILL
1524,push monkey,SKILL
1525,commenting service,SKILL
1526,information discovery,SKILL
1527,azure functions,SKILL
1528,apache http server,SKILL
1529,read-only memory,SKILL
1530,algolia,SKILL
1531,greedy algorithm,SKILL
1532,redux-thunk,SKILL
1533,signal strength,SKILL
1534,formal specification,SKILL
1535,remote control,SKILL
1536,telephony,SKILL
1537,alpine linux,SKILL
1538,localhost tools,SKILL
1539,parse server,SKILL
1540,tools for github,SKILL
1541,wimax,SKILL
1542,stackdriver,SKILL
1543,functional dependency,SKILL
1544,medical literature retrieval,SKILL
1545,imgix,SKILL
1546,rails api,SKILL
1547,mobile prototyping & interaction design tools,SKILL
1548,atom,SKILL
1549,laravel forge,SKILL
1550,bower,SKILL
1551,data model,SKILL
1552,active shape model,SKILL
1553,bootswatch,SKILL
1554,debian,SKILL
1555,tabu search,SKILL
1556,google kubernetes engine,SKILL
1557,operating system,SKILL
1558,real-time communication,SKILL
1559,trend analysis,SKILL
1560,marine engineering,SKILL
1561,state management library,SKILL
1562,leaflet,SKILL
1563,wavefront,SKILL
1564,markup language,SKILL
1565,buffer overflow,SKILL
1566,internetworking,SKILL
1567,amazon athena,SKILL
1568,sequel pro,SKILL
1569,scheduling computing,SKILL
1570,bayesian network,SKILL
1571,knowledge modeling,SKILL
1572,word sense disambiguation,SKILL
1573,image analysis api,SKILL
1574,logic in computer science,SKILL
1575,polymorphism computer science,SKILL
1576,pixel,SKILL
1577,art & architecture thesaurus,SKILL
1578,inter-process communication,SKILL
1579,plotly,SKILL
1580,complex data type,SKILL
1581,document retrieval,SKILL
1582,social media tools,SKILL
1583,brackets,SKILL
1584,pattern matching,SKILL
1585,semantics,SKILL
1586,proximity search,SKILL
1587,object detection,SKILL
1588,openshift,SKILL
1589,phaser,SKILL
1590,pattern recognition psychology,SKILL
1591,dependency management,SKILL
1592,open source cloud,SKILL
1593,uptime robot,SKILL
1594,multivariate analysis,SKILL
1595,computer cluster,SKILL
1596,serverless / task processing,SKILL
1597,virtual machine management,SKILL
1598,algorithm,SKILL
1599,software agent,SKILL
1600,bazel,SKILL
1601,broadcasting,SKILL
1602,ember js,SKILL
1603,clojurescript,SKILL
1604,django,SKILL
1605,faceted classification,SKILL
1606,multivariate statistics,SKILL
1607,mobile push messaging,SKILL
1608,pushwoosh,SKILL
1609,cobol,SKILL
1610,hibernate,SKILL
1611,visual inspection,SKILL
1612,codekit,SKILL
1613,augmented reality,SKILL
1614,front and back ends,SKILL
1615,amazon elasticsearch service,SKILL
1616,intelligent document,SKILL
1617,firebase,SKILL
1618,computer vision,SKILL
1619,self organization,SKILL
1620,kafka,SKILL
1621,real time computing,SKILL
1622,electronic data interchange,SKILL
1623,kubernetes,SKILL
1624,microsoft iis,SKILL
1625,framework,SKILL
1626,spacemacs,SKILL
1627,geotechnical engineering,SKILL
1628,onesignal,SKILL
1629,terraform,SKILL
1630,awesome lists,SKILL
1631,scripting language,SKILL
1632,data compression,SKILL
1633,actuator,SKILL
1634,redux-saga,SKILL
1635,field-programmable gate array,SKILL
1636,buffer,SKILL
1637,sonarqube,SKILL
1638,mobility management,SKILL
1639,readme.io,SKILL
1640,computer security,SKILL
1641,engineering,SKILL
1642,seasonality,SKILL
1643,server,SKILL
1644,phpunit,SKILL
1645,data stream mining,SKILL
1646,precision and recall,SKILL
1647,classical logic,SKILL
1648,quantifier elimination,SKILL
1649,segmentation,SKILL
1650,engineering drawing,SKILL
1651,incremental learning,SKILL
1652,api tools,SKILL
1653,frequency analysis,SKILL
1654,jekyll,SKILL
1655,datadog,SKILL
1656,arbol,SKILL
1657,common object request broker architecture,SKILL
1658,dimensionality reduction,SKILL
1659,logic synthesis,SKILL
1660,supervised learning,SKILL
1661,deco,SKILL
1662,random projection,SKILL
1663,figure of merit,SKILL
1664,background subtraction,SKILL
1665,static site generators,SKILL
1666,big data as a service,SKILL
1667,gsm,SKILL
1668,regression analysis,SKILL
1669,woocommerce,SKILL
1670,middleware,SKILL
1671,api ai,SKILL
1672,copy protection,SKILL
1673,mobile testing frameworks,SKILL
1674,redux thunk,SKILL
1675,asynchronous communication,SKILL
1676,template matching,SKILL
1677,"build, test, deploy",SKILL
1678,deployment,SKILL
1679,analog-to-digital converter,SKILL
1680,google cloud functions,SKILL
1681,high availability,SKILL
1682,non volatile memory,SKILL
1683,topic model,SKILL
1684,invision,SKILL
1685,dns management,SKILL
1686,postman,SKILL
1687,gauges,SKILL
1688,tailwind css,SKILL
1689,braintree,SKILL
1690,time–frequency analysis,SKILL
1691,java build tools,SKILL
1692,raml,SKILL
1693,statistical model,SKILL
1694,hilbert–huang transform,SKILL
1695,environmental engineering,SKILL
1696,solr,SKILL
1697,mongolab,SKILL
1698,control engineering,SKILL
1699,load balancer   reverse proxy,SKILL
1700,formal methods,SKILL
1701,bitcoin,SKILL
1702,selenium,SKILL
1703,state diagram,SKILL
1704,tensorflow,SKILL
1705,flow control data,SKILL
1706,supervisory control,SKILL
1707,databases,SKILL
1708,database security,SKILL
1709,tracking system,SKILL
1710,least squares,SKILL
1711,simulated annealing,SKILL
1712,fragmentation computing,SKILL
1713,javascript ui libraries,SKILL
1714,rough set,SKILL
1715,adobe illustrator,SKILL
1716,kotlin,SKILL
1717,ensemble learning,SKILL
1718,data type,SKILL
1719,search engine indexing,SKILL
1720,speckle pattern,SKILL
1721,analytics integrator,SKILL
1722,sequential logic,SKILL
1723,security,SKILL
1724,heatmap analytics,SKILL
1725,modular design,SKILL
1726,email testing,SKILL
1727,network architecture,SKILL
1728,strongly connected component,SKILL
1729,navigation system,SKILL
1730,operations research,SKILL
1731,local area network,SKILL
1732,computer programming,SKILL
1733,material design for angular,SKILL
1734,system integration,SKILL
1735,code review,SKILL
1736,codeship,SKILL
1737,opencv,SKILL
1738,google app engine,SKILL
1739,sensor array,SKILL
1740,mandrill,SKILL
1741,independent set,SKILL
1742,java,SKILL
1743,testflight,SKILL
1744,audio signal,SKILL
1745,factorial experiment,SKILL
1746,apollo,SKILL
1747,javascript mvc frameworks,SKILL
1748,pycharm,SKILL
1749,gtp',SKILL
1750,internet of things,SKILL
1751,mobile analytics,SKILL
1752,handover,SKILL
1753,sql database as a service,SKILL
1754,monero,SKILL
1755,shell,SKILL
1756,wagtail,SKILL
1757,vim,SKILL
1758,cranfield experiments,SKILL
1759,bibliographic database,SKILL
1760,react storybook,SKILL
1761,kitematic,SKILL
1762,search box,SKILL
1763,continuous integration,SKILL
1764,uikit,SKILL
1765,bag-of-words model,SKILL
1766,level of detail,SKILL
1767,sendgrid,SKILL
1768,gatling,SKILL
1769,static web hosting,SKILL
1770,ibm - api connect,SKILL
1771,tableau,SKILL
1772,jira,SKILL
1773,certificate authority,SKILL
1774,superset,SKILL
1775,monitoring,SKILL
1776,heap data structure,SKILL
1777,interaction,SKILL
1778,result set,SKILL
1779,question answering,SKILL
1780,pytorch,SKILL
1781,scalability,SKILL
1782,correctness,SKILL
1783,lastpass,SKILL
1784,controlled vocabulary,SKILL
1785,cepstrum,SKILL
1786,expressjs,SKILL
1787,"support, sales, and marketing",SKILL
1788,logic gate,SKILL
1789,predictive coding,SKILL
1790,google app maker,SKILL
1791,aws opsworks,SKILL
1792,.net,SKILL
1793,mobility model,SKILL
1794,program analysis,SKILL
1795,google cloud pub/sub,SKILL
1796,variables,SKILL
1797,adaboost,SKILL
1798,secure multi party computation,SKILL
1799,keycdn,SKILL
1800,graphic design,SKILL
1801,user management and authentication,SKILL
1802,continuum design consultancy,SKILL
1803,beta by crashlytics,SKILL
1804,quantum algorithm,SKILL
1805,traffic model,SKILL
1806,react.js boilerplate,SKILL
1807,hockeyapp,SKILL
1808,theoretical computer science,SKILL
1809,amazon elasticache,SKILL
1810,multimedia database,SKILL
1811,file storage,SKILL
1812,input device,SKILL
1813,circumscription,SKILL
1814,pwa,SKILL
1815,cloud content management system,SKILL
1816,customer support chat,SKILL
1817,emoji,SKILL
1818,spreadsheets as a backend,SKILL
1819,ipfs,SKILL
1820,homebridge,SKILL
1821,stamplay,SKILL
1822,microsoft bot framework,SKILL
1823,graphql,SKILL
1824,runtime system,SKILL
1825,hasura,SKILL
1826,mina,SKILL
1827,knowledge based systems,SKILL
1828,wireless,SKILL
1829,power management,SKILL
1830,css pre-processors / extensions,SKILL
1831,pug,SKILL
1832,c3 js,SKILL
1833,live reloading,SKILL
1834,javascript framework components,SKILL
1835,mode,SKILL
1836,wiener filter,SKILL
1837,recurly,SKILL
1838,testing,SKILL
1839,decision tree,SKILL
1840,confirmatory factor analysis,SKILL
1841,cloud functions for firebase,SKILL
1842,testing frameworks,SKILL
1843,communication in small groups,SKILL
1844,immutable.js,SKILL
1845,look-ahead,SKILL
1846,critical mass software engineering,SKILL
1847,knowledge-based systems,SKILL
1848,new relic,SKILL
1849,amazon cloudfront,SKILL
1850,hogan js,SKILL
1851,static random access memory,SKILL
1852,quantization signal processing,SKILL
1853,react native,SKILL
1854,modal logic,SKILL
1855,automated reasoning,SKILL
1856,range query data structures,SKILL
1857,shippable,SKILL
1858,machine learning as a service,SKILL
1859,junit,SKILL
1860,constant false alarm rate,SKILL
1861,mongoose,SKILL
1862,specification language,SKILL
1863,immutable js,SKILL
1864,application and data,SKILL
1865,loader io,SKILL
1866,publishing,SKILL
1867,status page hosting,SKILL
1868,wordplate,SKILL
1869,feature selection,SKILL
1870,docker,SKILL
1871,django rest framework,SKILL
1872,bamboo,SKILL
1873,apache spark,SKILL
1874,clef,SKILL
1875,support,SKILL
1876,vuetify,SKILL
1877,response time,SKILL
1878,shopify,SKILL
1879,ios,SKILL
1880,computational model,SKILL
1881,speech coding,SKILL
1882,spring,SKILL
1883,teamcity,SKILL
1884,functional testing,SKILL
1885,material design lite,SKILL
1886,line of sight,SKILL
1887,regular expression,SKILL
1888,mean,SKILL
1889,point location,SKILL
1890,remote procedure call rpc,SKILL
1891,data structures,SKILL
1892,r,SKILL
1893,infobox,SKILL
1894,bag of words model,SKILL
1895,industrial organization,SKILL
1896,round trip delay time,SKILL
1897,web servers,SKILL
1898,spectrogram,SKILL
1899,virtual organization,SKILL
1900,microservices tools,SKILL
1901,superresolution,SKILL
1902,netlify,SKILL
1903,relative record data set,SKILL
1904,p2p,SKILL
1905,user feedback as a service,SKILL
1906,language acquisition,SKILL
1907,beanstalkd,SKILL
1908,data science notebooks,SKILL
1909,description logic,SKILL
1910,socket.io,SKILL
1911,digital filter,SKILL
1912,computational complexity theory,SKILL
1913,lookup table,SKILL
1914,unified medical language system,SKILL
1915,github pages,SKILL
1916,fingerprint recognition,SKILL
1917,ava,SKILL
1918,computer engineering,SKILL
1919,key lock,SKILL
1920,naive bayes classifier,SKILL
1921,robustness computer science,SKILL
1922,principal component analysis,SKILL
1923,oracle,SKILL
1924,synchronization,SKILL
1925,celery,SKILL
1926,mixpanel,SKILL
1927,image resolution,SKILL
1928,gist,SKILL
1929,gitlab,SKILL
1930,logical framework,SKILL
1931,apache cordova,SKILL
1932,discriminative model,SKILL
1933,expert system,SKILL
1934,kullback–leibler divergence,SKILL
1935,openstack,SKILL
1936,c#,SKILL
1937,markdown,SKILL
1938,sidekiq,SKILL
1939,aws codebuild,SKILL
1940,web service automation,SKILL
1941,telecommunications service,SKILL
1942,jetty,SKILL
1943,engineering ethics,SKILL
1944,css pre processors / extensions,SKILL
1945,postcss,SKILL
1946,corner detection,SKILL
1947,residual,SKILL
1948,docker for aws,SKILL
1949,legal information retrieval,SKILL
1950,workflow manager,SKILL
1951,graphical user interface,SKILL
1952,information filtering system,SKILL
1953,conventional pci,SKILL
1954,ffmpeg,SKILL
1955,cross validation,SKILL
1956,logistic regression,SKILL
1957,virtual reality,SKILL
1958,knapsack problem,SKILL
1959,material design for bootstrap,SKILL
1960,elasticsearch,SKILL
1961,fault model,SKILL
1962,optimization problem,SKILL
1963,link relation,SKILL
1964,multi-user,SKILL
1965,hubspot,SKILL
1966,visual studio code,SKILL
1967,external data representation,SKILL
1968,software,SKILL
1969,jitter,SKILL
1970,fast fourier transform,SKILL
1971,information theory,SKILL
1972,pushdown automaton,SKILL
1973,zeplin,SKILL
1974,logstash,SKILL
1975,customer relationship management,SKILL
1976,travelling salesman problem,SKILL
1977,background processing,SKILL
1978,information retrieval query language,SKILL
1979,let's encrypt,SKILL
1980,receiver operating characteristic,SKILL
1981,sencha touch,SKILL
1982,network model,SKILL
1983,back office,SKILL
1984,text processing,SKILL
1985,git,SKILL
1986,access method,SKILL
1987,vagrant,SKILL
1988,latency engineering,SKILL
1989,electron,SKILL
1990,aeronautics,SKILL
1991,unified modeling language,SKILL
1992,link layer,SKILL
1993,program design language,SKILL
1994,rxjs,SKILL
1995,word-sense disambiguation,SKILL
1996,database,SKILL
1997,static random-access memory,SKILL
1998,browser testing,SKILL
1999,internet protocol suite,SKILL
2000,triangulation social science,SKILL
2001,data stores,SKILL
2002,kernel linear algebra,SKILL
2003,phantomjs,SKILL
2004,rackspace cloud servers,SKILL
2005,satisfiability,SKILL
2006,transport layer,SKILL
2007,dc/os,SKILL
2008,container tools,SKILL
2009,data pre-processing,SKILL
2010,disjunctive normal form,SKILL
2011,fluentd,SKILL
2012,video quality,SKILL
2013,lodash,SKILL
2014,distributed object,SKILL
2015,error detection and correction,SKILL
2016,errors in variables models,SKILL
2017,chef,SKILL
2018,clone java method,SKILL
2019,mailgun,SKILL
2020,middleman,SKILL
2021,mutual information,SKILL
2022,angularui,SKILL
2023,file uploads,SKILL
2024,grpc,SKILL
2025,deadlock,SKILL
2026,telegram bot api,SKILL
2027,amazon ebs,SKILL
2028,cryptocurrency,SKILL
2029,concurrency control,SKILL
2030,redux.js,SKILL
2031,network management,SKILL
2032,mobile,SKILL
2033,parallel algorithm,SKILL
2034,point to point,SKILL
2035,zend framework,SKILL
2036,structured text,SKILL
2037,document layout analysis,SKILL
2038,aws direct connect,SKILL
2039,conceptual model,SKILL
2040,rollbar,SKILL
2041,haptic technology,SKILL
2042,qt,SKILL
2043,payment services,SKILL
2044,ethernet,SKILL
2045,interactive mockups,SKILL
2046,matched filter,SKILL
2047,lucene,SKILL
2048,spatial frequency,SKILL
2049,stop words,SKILL
2050,quality of service,SKILL
2051,particle filter,SKILL
2052,vault,SKILL
2053,xamarin,SKILL
2054,notepad++,SKILL
2055,swiftype,SKILL
2056,multi-agent system,SKILL
2057,etcd,SKILL
2058,socket io,SKILL
2059,mixture model,SKILL
2060,big data tools,SKILL
2061,inkwell,SKILL
2062,traefik,SKILL
2063,decomposition method constraint satisfaction,SKILL
2064,garbage collection,SKILL
2065,image processing,SKILL
2066,text mining,SKILL
2067,outlier,SKILL
2068,rdf,SKILL
2069,web starter kit,SKILL
2070,incapsula,SKILL
2071,deep learning,SKILL
2072,index term,SKILL
2073,linear model,SKILL
2074,microsoft azure,SKILL
2075,react hot loader,SKILL
2076,icon font,SKILL
2077,communications,SKILL
2078,hetzner online ag,SKILL
2079,deploybot,SKILL
2080,docker machine,SKILL
2081,human–computer information retrieval,SKILL
2082,plagiarism detection,SKILL
2083,wavelet,SKILL
2084,telegram,SKILL
2085,phabricator,SKILL
2086,eye movement,SKILL
2087,octopus deploy,SKILL
2088,sails js,SKILL
2089,dynamic source routing,SKILL
2090,brunch,SKILL
2091,magento,SKILL
2092,digital signal processing,SKILL
2093,specification,SKILL
2094,application-specific integrated circuit,SKILL
2095,load and performance testing,SKILL
2096,data validation,SKILL
2097,zeromq,SKILL
2098,optical recording,SKILL
2099,biometrics,SKILL
2100,information retrieval,SKILL
2101,nsq,SKILL
2102,search retrieve via url,SKILL
2103,capybara,SKILL
2104,flash memory,SKILL
2105,linear temporal logic,SKILL
2106,headless browsers,SKILL
2107,p system,SKILL
2108,hierarchical database model,SKILL
2109,hazelcast,SKILL
