,Text,Type
1109,database security,SKILL
1110,mongodb,SKILL
1111,canonical correlation,SKILL
1112,hierarchical database model,SKILL
1113,scaleway,SKILL
1114,business dashboards,SKILL
1115,continuous deployment,SKILL
1116,filter signal processing,SKILL
1117,functional testing,SKILL
1118,create react app,SKILL
1119,dynamic data,SKILL
1120,program design language,SKILL
1121,digital signature,SKILL
1122,maven,SKILL
1123,video tracking,SKILL
1124,cloud access management,SKILL
1125,amazon cloudfront,SKILL
1126,custom analytics,SKILL
1127,faceted search,SKILL
1128,hadoop,SKILL
1129,api documentation browser,SKILL
1130,program transformation,SKILL
1131,express js,SKILL
1132,bourbon,SKILL
1133,programming & code analytics,SKILL
1134,node networking,SKILL
1135,static timing analysis,SKILL
1136,mean,SKILL
1137,google,SKILL
1138,eye movement,SKILL
1139,feature extraction,SKILL
1140,secret sharing,SKILL
1141,ecommerce,SKILL
1142,c#,SKILL
1143,mobile robot,SKILL
1144,benchmark computing,SKILL
1145,information retrieval applications,SKILL
1146,instrumental variable,SKILL
1147,live reloading,SKILL
1148,source code management desktop apps,SKILL
1149,ml kit,SKILL
1150,duplicate content,SKILL
1151,error detection and correction,SKILL
1152,remote control,SKILL
1153,waste management,SKILL
1154,secure multi-party computation,SKILL
1155,akka,SKILL
1156,markov chain,SKILL
1157,symfony,SKILL
1158,minio,SKILL
1159,memcached,SKILL
1160,false positive rate,SKILL
1161,textmate,SKILL
1162,phalcon,SKILL
1163,low-pass filter,SKILL
1164,pattern recognition psychology,SKILL
1165,phpstorm,SKILL
1166,bayesian network,SKILL
1167,hybrid algorithm,SKILL
1168,intelligent document,SKILL
1169,point to point,SKILL
1170,web starter kit,SKILL
1171,next.js,SKILL
1172,bayesian inference,SKILL
1173,computer architecture,SKILL
1174,contextual query language,SKILL
1175,errors in variables models,SKILL
1176,google cloud bigtable,SKILL
1177,nginx,SKILL
1178,floating point,SKILL
1179,cloud content management system,SKILL
1180,analysis of covariance,SKILL
1181,thread computing,SKILL
1182,windows,SKILL
1183,canonical model,SKILL
1184,c,SKILL
1185,svn subversion,SKILL
1186,css pre-processors / extensions,SKILL
1187,biological database,SKILL
1188,semantic ui,SKILL
1189,urban airship,SKILL
1190,cranfield experiments,SKILL
1191,bitbucket,SKILL
1192,enterprise information security architecture,SKILL
1193,dependency monitoring,SKILL
1194,pwa,SKILL
1195,mongodb hosting,SKILL
1196,layout engine,SKILL
1197,support,SKILL
1198,text segmentation,SKILL
1199,clone java method,SKILL
1200,network congestion,SKILL
1201,hogan.js,SKILL
1202,feathersjs,SKILL
1203,amazon rds,SKILL
1204,circleci,SKILL
1205,aerospike,SKILL
1206,portainer,SKILL
1207,pile,SKILL
1208,secure multi party computation,SKILL
1209,electroencephalography,SKILL
1210,flip-flop,SKILL
1211,mobile radio,SKILL
1212,computer aided software engineering,SKILL
1213,legal information retrieval,SKILL
1214,findability,SKILL
1215,critical mass software engineering,SKILL
1216,github api,SKILL
1217,ranking,SKILL
1218,stack overflow,SKILL
1219,openshift,SKILL
1220,xcode,SKILL
1221,multidimensional analysis,SKILL
1222,motion compensation,SKILL
1223,real time data,SKILL
1224,aws lambda,SKILL
1225,adder,SKILL
1226,link analysis,SKILL
1227,mobile testing frameworks,SKILL
1228,time series,SKILL
1229,tensorflow,SKILL
1230,frameworks full stack,SKILL
1231,spree,SKILL
1232,language parsing,SKILL
1233,digital radio,SKILL
1234,codacy,SKILL
1235,scikit learn,SKILL
1236,cross-platform desktop development,SKILL
1237,browserify,SKILL
1238,managed memcache,SKILL
1239,dropbox,SKILL
1240,random indexing,SKILL
1241,transition system,SKILL
1242,data acquisition,SKILL
1243,serverless / task processing,SKILL
1244,business process,SKILL
1245,stylelint,SKILL
1246,ionic,SKILL
1247,data stores,SKILL
1248,brunch,SKILL
1249,gitlab pages,SKILL
1250,web service automation,SKILL
1251,language acquisition,SKILL
1252,"support, sales, and marketing",SKILL
1253,nlp,SKILL
1254,c3 js,SKILL
1255,stream processing,SKILL
1256,apache zeppelin,SKILL
1257,docker compose,SKILL
1258,edit distance,SKILL
1259,local search optimization,SKILL
1260,mobile,SKILL
1261,workflow manager,SKILL
1262,iframely,SKILL
1263,durability,SKILL
1264,brightness,SKILL
1265,ios,SKILL
1266,semantic data model,SKILL
1267,sourcetree,SKILL
1268,stamplay,SKILL
1269,time domain,SKILL
1270,multi-objective optimization,SKILL
1271,multimodal search,SKILL
1272,next-generation network,SKILL
1273,mocha,SKILL
1274,material ui,SKILL
1275,ethereum,SKILL
1276,google cloud sql,SKILL
1277,disqus,SKILL
1278,complex system,SKILL
1279,apache tomcat,SKILL
1280,metamodeling,SKILL
1281,link relation,SKILL
1282,marketing,SKILL
1283,feature selection,SKILL
1284,internet of things hardware,SKILL
1285,link layer,SKILL
1286,first class,SKILL
1287,cloud firestore,SKILL
1288,swagger ui,SKILL
1289,braintree,SKILL
1290,data as a service,SKILL
1291,rethinkdb,SKILL
1292,continuous integration,SKILL
1293,payments,SKILL
1294,snyk,SKILL
1295,conductor,SKILL
1296,bag-of-words model,SKILL
1297,middleman,SKILL
1298,rotation,SKILL
1299,adaboost,SKILL
1300,structural engineering,SKILL
1301,slim lang,SKILL
1302,gist,SKILL
1303,knowledge modeling,SKILL
1304,process calculus,SKILL
1305,central processing unit,SKILL
1306,key lock,SKILL
1307,neovim,SKILL
1308,rancher,SKILL
1309,real-time communication,SKILL
1310,image quality,SKILL
1311,activemq,SKILL
1312,web crawler,SKILL
1313,naive bayes classifier,SKILL
1314,api.ai,SKILL
1315,level set,SKILL
1316,k d tree,SKILL
1317,aerial photography,SKILL
1318,random effects model,SKILL
1319,context-free language,SKILL
1320,k-nearest neighbors algorithm,SKILL
1321,marathon,SKILL
1322,bitrise,SKILL
1323,image resolution,SKILL
1324,git,SKILL
1325,fossa,SKILL
1326,computational science,SKILL
1327,parsing,SKILL
1328,sliding window protocol,SKILL
1329,groovy,SKILL
1330,supervised learning,SKILL
1331,virtualization platform,SKILL
1332,google cloud dns,SKILL
1333,machine vision,SKILL
1334,query string,SKILL
1335,utilities,SKILL
1336,title search,SKILL
1337,google maps,SKILL
1338,distributed file system,SKILL
1339,rails,SKILL
1340,remote procedure call rpc,SKILL
1341,curse of dimensionality,SKILL
1342,jquery,SKILL
1343,record linkage,SKILL
1344,boolean expression,SKILL
1345,microcontroller,SKILL
1346,intellij idea,SKILL
1347,data integrity,SKILL
1348,thresholding,SKILL
1349,cross-platform mobile development,SKILL
1350,netty,SKILL
1351,docker,SKILL
1352,robustness computer science,SKILL
1353,eslint,SKILL
1354,international trade,SKILL
1355,microframeworks backend,SKILL
1356,bamboo,SKILL
1357,tools for text editors,SKILL
1358,optimization problem,SKILL
1359,operations research,SKILL
1360,fast fourier transform,SKILL
1361,segment,SKILL
1362,riot,SKILL
1363,ibm - api connect,SKILL
1364,lucene,SKILL
1365,constant false alarm rate,SKILL
1366,jasmine,SKILL
1367,modal logic,SKILL
1368,multicast,SKILL
1369,spectrogram,SKILL
1370,materialize,SKILL
1371,phonegap,SKILL
1372,data logger,SKILL
1373,data transmission,SKILL
1374,material design for bootstrap,SKILL
1375,independent component analysis,SKILL
1376,controlled vocabulary,SKILL
1377,multi-user,SKILL
1378,wordpress,SKILL
1379,skeleton,SKILL
1380,gitlab,SKILL
1381,opencv,SKILL
1382,semi-supervised learning,SKILL
1383,echo,SKILL
1384,drone io,SKILL
1385,missing data,SKILL
1386,speech recognition,SKILL
1387,kanban for github issues,SKILL
1388,material design for angular,SKILL
1389,mean-shift,SKILL
1390,kibana,SKILL
1391,theoretical computer science,SKILL
1392,mean shift,SKILL
1393,noise measurement,SKILL
1394,cloud foundry,SKILL
1395,system on a chip,SKILL
1396,shared memory,SKILL
1397,top-down and bottom-up design,SKILL
1398,fastlane,SKILL
1399,internet of things,SKILL
1400,leaflet,SKILL
1401,snowflake,SKILL
1402,chrome extension,SKILL
1403,peak signal to noise ratio,SKILL
1404,electronic engineering,SKILL
1405,mattermost,SKILL
1406,open postgresql monitoring,SKILL
1407,inter-process communication,SKILL
1408,cdnjs,SKILL
1409,web and video conferencing,SKILL
1410,design,SKILL
1411,webstorm,SKILL
1412,stereopsis,SKILL
1413,keras,SKILL
1414,concurrency control,SKILL
1415,mvvmcross,SKILL
1416,ratchet,SKILL
1417,google cloud messaging,SKILL
1418,nightwatchjs,SKILL
1419,email testing,SKILL
1420,non-volatile memory,SKILL
1421,web mining,SKILL
1422,image sensor,SKILL
1423,business,SKILL
1424,spacemacs,SKILL
1425,field programmable gate array,SKILL
1426,visual inspection,SKILL
1427,graph databases,SKILL
1428,loader io,SKILL
1429,recursion,SKILL
1430,beta by crashlytics,SKILL
1431,sentiment analysis,SKILL
1432,image fusion,SKILL
1433,in-memory databases,SKILL
1434,augmented reality,SKILL
1435,aws opsworks,SKILL
1436,ipfs,SKILL
1437,octodns,SKILL
1438,association rule learning,SKILL
1439,heap data structure,SKILL
1440,traffic engineering,SKILL
1441,homogeneity statistics,SKILL
1442,table information,SKILL
1443,let's encrypt,SKILL
1444,underscore,SKILL
1445,julia,SKILL
1446,tableau,SKILL
1447,read-write memory,SKILL
1448,celery,SKILL
1449,data type,SKILL
1450,natural language understanding,SKILL
1451,eclipse,SKILL
1452,iterative reconstruction,SKILL
1453,shippable,SKILL
1454,aerospace engineering,SKILL
1455,network interface,SKILL
1456,automated theorem proving,SKILL
1457,background processing,SKILL
1458,information seeking,SKILL
1459,query language,SKILL
1460,computer security,SKILL
1461,signal strength,SKILL
1462,message passing,SKILL
1463,combinatorial optimization,SKILL
1464,crowdsourcing,SKILL
1465,multidimensional scaling,SKILL
1466,javascript,SKILL
1467,file system,SKILL
1468,minification,SKILL
1469,performance metric,SKILL
1470,analog-to-digital converter,SKILL
1471,tree data structure,SKILL
1472,big data,SKILL
1473,memcachier,SKILL
1474,relative record data set,SKILL
1475,chatops,SKILL
1476,crystal,SKILL
1477,netbeans ide,SKILL
1478,lexico,SKILL
1479,nuxt,SKILL
1480,predictive value of tests,SKILL
1481,unsupervised learning,SKILL
1482,control theory,SKILL
1483,information management,SKILL
1484,geotechnical engineering,SKILL
1485,github,SKILL
1486,image registration,SKILL
1487,postgresql as a service,SKILL
1488,amazon route 53,SKILL
1489,redis,SKILL
1490,streams,SKILL
1491,material,SKILL
1492,batch processing,SKILL
1493,containers as a service,SKILL
1494,aeronautics,SKILL
1495,web app,SKILL
1496,logistic regression,SKILL
1497,time constraint,SKILL
1498,clion,SKILL
1499,unity,SKILL
1500,the julia language,SKILL
1501,tree structure,SKILL
1502,azure storage,SKILL
1503,spring boot,SKILL
1504,control reconfiguration,SKILL
1505,dnsimple,SKILL
1506,linear prediction,SKILL
1507,mustache,SKILL
1508,heatmap analytics,SKILL
1509,deep learning,SKILL
1510,codeanywhere,SKILL
1511,redmine,SKILL
1512,independent set,SKILL
1513,linux mint,SKILL
1514,denial of service attack,SKILL
1515,gnu bash,SKILL
1516,object-oriented programming,SKILL
1517,chatbot platforms & tools,SKILL
1518,in memory databases,SKILL
1519,sauce labs,SKILL
1520,asp net,SKILL
1521,real time communication,SKILL
1522,operational transformation,SKILL
1523,grpc,SKILL
1524,semantic ui react,SKILL
1525,wix,SKILL
1526,morphology linguistics,SKILL
1527,debian,SKILL
1528,dns management,SKILL
1529,wagtail,SKILL
1530,xamarin,SKILL
1531,dc os,SKILL
1532,communications system,SKILL
1533,impala,SKILL
1534,qt,SKILL
1535,stitch,SKILL
1536,smart information retrieval system,SKILL
1537,data exchange,SKILL
1538,machine learning,SKILL
1539,es6,SKILL
1540,js build tools / js task runners,SKILL
1541,computer network,SKILL
1542,scale space,SKILL
1543,lodash,SKILL
1544,satisfiability,SKILL
1545,decision support system,SKILL
1546,gaussian noise,SKILL
1547,woocommerce,SKILL
1548,anomaly detection,SKILL
1549,aboutness,SKILL
1550,karhunen–loève theorem,SKILL
1551,accounting,SKILL
1552,atom,SKILL
1553,nim,SKILL
1554,data quality,SKILL
1555,tabu search,SKILL
1556,issue tracking,SKILL
1557,architectural engineering,SKILL
1558,macos,SKILL
1559,geographic information retrieval,SKILL
1560,codeship,SKILL
1561,linux,SKILL
1562,geckoboard,SKILL
1563,storybook,SKILL
1564,composite number,SKILL
1565,finagle,SKILL
1566,package manager,SKILL
1567,codenvy,SKILL
1568,npm,SKILL
1569,genetic algorithm,SKILL
1570,codebook,SKILL
1571,rubymine,SKILL
1572,d3 js,SKILL
1573,sencha touch,SKILL
1574,computational geometry,SKILL
1575,data integration,SKILL
1576,container tools,SKILL
1577,algorithms,SKILL
1578,network layer,SKILL
1579,kitematic,SKILL
1580,optical transfer function,SKILL
1581,linear discriminant analysis,SKILL
1582,k nearest neighbors algorithm,SKILL
1583,sequelize,SKILL
1584,open data,SKILL
1585,solr,SKILL
1586,optical flow,SKILL
1587,automatic taxonomy induction,SKILL
1588,vue js,SKILL
1589,recommender system,SKILL
1590,computer graphics,SKILL
1591,gauges,SKILL
1592,syntax,SKILL
1593,motion estimation,SKILL
1594,shortest path problem,SKILL
1595,computer vision,SKILL
1596,cluster management,SKILL
1597,cross platform mobile development,SKILL
1598,image processing,SKILL
1599,node.js process manager,SKILL
1600,program optimization,SKILL
1601,multi-core processor,SKILL
1602,mobile telephony,SKILL
1603,crazy egg,SKILL
1604,apollo,SKILL
1605,internetworking,SKILL
1606,continuum design consultancy,SKILL
1607,program analysis,SKILL
1608,react navigation,SKILL
1609,coveralls,SKILL
1610,workflow,SKILL
1611,kalman filter,SKILL
1612,first order logic,SKILL
1613,control engineering,SKILL
1614,interconnection,SKILL
1615,monero,SKILL
1616,boosting machine learning,SKILL
1617,aws iam,SKILL
1618,payment services,SKILL
1619,read only memory,SKILL
1620,webflow,SKILL
1621,web forms,SKILL
1622,material-ui,SKILL
1623,nsq,SKILL
1624,distributed database,SKILL
1625,software agent,SKILL
1626,javascript testing framework,SKILL
1627,management science,SKILL
1628,hapi,SKILL
1629,translation service,SKILL
1630,visual studio,SKILL
1631,swift,SKILL
1632,comprehension,SKILL
1633,finance,SKILL
1634,google cloud pub/sub,SKILL
1635,multi objective optimization,SKILL
1636,virtual memory,SKILL
1637,database tools,SKILL
1638,pulse signal processing,SKILL
1639,semaphore,SKILL
1640,apache http server,SKILL
1641,incremental learning,SKILL
1642,chartbeat,SKILL
1643,amazon rds for postgresql,SKILL
1644,protractor,SKILL
1645,readme io,SKILL
1646,access control,SKILL
1647,beta testing   mobile app distribution,SKILL
1648,message queue,SKILL
1649,input device,SKILL
1650,vuepress,SKILL
1651,yarn,SKILL
1652,gunicorn,SKILL
1653,statistical classification,SKILL
1654,active database,SKILL
1655,human visual system model,SKILL
1656,self management,SKILL
1657,visual cortex,SKILL
1658,email marketing,SKILL
1659,speaker recognition,SKILL
1660,classical logic,SKILL
1661,discrete event simulation,SKILL
1662,mobile continuous integration,SKILL
1663,server,SKILL
1664,wordnet,SKILL
1665,marketing automation,SKILL
1666,wireframing,SKILL
1667,create react native app,SKILL
1668,analytics integrator,SKILL
1669,information flow information theory,SKILL
1670,homebrew,SKILL
1671,amazon vpc,SKILL
1672,asynchronous transfer mode,SKILL
1673,gitkraken,SKILL
1674,objective c,SKILL
1675,fedora,SKILL
1676,bulma,SKILL
1677,nomad,SKILL
1678,mixture model,SKILL
1679,network management,SKILL
1680,pytorch,SKILL
1681,passenger,SKILL
1682,process engineering,SKILL
1683,level of detail,SKILL
1684,js build tools   js task runners,SKILL
1685,shields io,SKILL
1686,testing,SKILL
1687,enzyme,SKILL
1688,search as a service,SKILL
1689,sql,SKILL
1690,user profile,SKILL
1691,detection theory,SKILL
1692,real time operating system,SKILL
1693,simulated annealing,SKILL
1694,react.js boilerplate,SKILL
1695,squarespace,SKILL
1696,auth0,SKILL
1697,active shape model,SKILL
1698,slack,SKILL
1699,postgresql,SKILL
1700,google sheets,SKILL
1701,civil engineering,SKILL
1702,compose,SKILL
1703,computer engineering,SKILL
1704,petroleum engineering,SKILL
1705,nlu,SKILL
1706,communications sdk,SKILL
1707,jekyll,SKILL
1708,index term,SKILL
1709,tracking system,SKILL
1710,forums,SKILL
1711,ansible,SKILL
1712,box,SKILL
1713,django rest framework,SKILL
1714,copy protection,SKILL
1715,case based reasoning,SKILL
1716,incapsula,SKILL
1717,stylus,SKILL
1718,network simulation,SKILL
1719,zepto,SKILL
1720,jsdoc,SKILL
1721,data validation,SKILL
1722,open source service discovery,SKILL
1723,communications,SKILL
1724,higher-order statistics,SKILL
1725,backbone js,SKILL
1726,information retrieval query language,SKILL
1727,play,SKILL
1728,response surface methodology,SKILL
1729,first-order logic,SKILL
1730,algolia,SKILL
1731,prometheus,SKILL
1732,visual basic,SKILL
1733,actuator,SKILL
1734,simulation,SKILL
1735,buffer overflow,SKILL
1736,image retrieval,SKILL
1737,concept learning,SKILL
1738,bitcoin,SKILL
1739,wireless sensor network,SKILL
1740,front-end frameworks,SKILL
1741,codecov,SKILL
1742,cloud storage,SKILL
1743,business administration,SKILL
1744,load management,SKILL
1745,heroku redis,SKILL
1746,chemical engineering,SKILL
1747,prestashop,SKILL
1748,guzzle,SKILL
1749,microprocessor,SKILL
1750,google cloud pub sub,SKILL
1751,receiver operating characteristic,SKILL
1752,scalability,SKILL
1753,godaddy,SKILL
1754,push monkey,SKILL
1755,crm,SKILL
1756,hash function,SKILL
1757,amazon elasticache,SKILL
1758,aspect-oriented programming,SKILL
1759,source separation,SKILL
1760,mysql,SKILL
1761,uikit,SKILL
1762,machine learning as a service,SKILL
1763,built in self test,SKILL
1764,multiprocessing,SKILL
1765,google tag manager,SKILL
1766,sails.js,SKILL
1767,virtual machine,SKILL
1768,noise reduction,SKILL
1769,azure,SKILL
1770,application server,SKILL
1771,grafana,SKILL
1772,project management,SKILL
1773,google scholar and academic libraries,SKILL
1774,minecraft,SKILL
1775,linear programming,SKILL
1776,multivariate analysis,SKILL
1777,data classification,SKILL
1778,fragmentation computing,SKILL
1779,performance monitoring,SKILL
1780,real-time data processing,SKILL
1781,sidekiq,SKILL
1782,computational complexity theory,SKILL
1783,time sharing,SKILL
1784,rackspace cloud servers,SKILL
1785,economic policy,SKILL
1786,google cloud vision api,SKILL
1787,formal language,SKILL
1788,arborist,SKILL
1789,concourse,SKILL
1790,web servers,SKILL
1791,external data representation,SKILL
1792,locust,SKILL
1793,readme.io,SKILL
1794,mobile ui frameworks,SKILL
1795,haproxy,SKILL
1796,synchronization,SKILL
1797,library science,SKILL
1798,presto,SKILL
1799,flow type,SKILL
1800,gatling,SKILL
1801,read-only memory,SKILL
1802,asynchronous communication,SKILL
1803,cloudflare,SKILL
1804,digital subscriber line,SKILL
1805,bayesian probability,SKILL
1806,pycharm,SKILL
1807,self-organization,SKILL
1808,computability theory,SKILL
1809,cloud monitoring,SKILL
1810,classifier linguistics,SKILL
1811,zeromq,SKILL
1812,data manipulation language,SKILL
1813,gradient descent,SKILL
1814,document collaboration,SKILL
1815,vault,SKILL
1816,distributed computing,SKILL
1817,dynamic range,SKILL
1818,scalable vector graphics,SKILL
1819,data stream,SKILL
1820,supercomputer,SKILL
1821,git tools,SKILL
1822,back office,SKILL
1823,online algorithm,SKILL
1824,boot2docker,SKILL
1825,content management,SKILL
1826,systems management,SKILL
1827,outlier,SKILL
1828,document layout analysis,SKILL
1829,reliability engineering,SKILL
1830,quantization signal processing,SKILL
1831,hetzner online ag,SKILL
1832,self-hosted blogging / cms,SKILL
1833,apache cordova,SKILL
1834,precision and recall,SKILL
1835,game development,SKILL
1836,azure machine learning,SKILL
1837,clicky,SKILL
1838,nosql database as a service,SKILL
1839,apache spark,SKILL
1840,integrated development environment,SKILL
1841,semi supervised learning,SKILL
1842,amazon redshift,SKILL
1843,jira,SKILL
1844,mathematical logic,SKILL
1845,file uploads,SKILL
1846,react storybook,SKILL
1847,"build, test, deploy",SKILL
1848,strips,SKILL
1849,ground truth,SKILL
1850,self organization,SKILL
1851,composer,SKILL
1852,optical character recognition,SKILL
1853,g suite,SKILL
1854,mina,SKILL
1855,mongodb atlas,SKILL
1856,monitoring aggregation,SKILL
1857,ember,SKILL
1858,eureka,SKILL
1859,traffic model,SKILL
1860,maxcdn,SKILL
1861,distributed algorithm,SKILL
1862,framer,SKILL
1863,time of arrival,SKILL
1864,google app engine,SKILL
1865,matlab,SKILL
1866,koa,SKILL
1867,human–computer information retrieval,SKILL
1868,line-of-sight,SKILL
1869,grape,SKILL
1870,libraries,SKILL
1871,reinforcement learning,SKILL
1872,port computer networking,SKILL
1873,amazon s3,SKILL
1874,specification language,SKILL
1875,amazon emr,SKILL
1876,realm,SKILL
1877,rule induction,SKILL
1878,deco,SKILL
1879,snippet,SKILL
1880,faceted classification,SKILL
1881,sparse approximation,SKILL
1882,socket io,SKILL
1883,time tracking,SKILL
1884,browser testing,SKILL
1885,sensor tower,SKILL
1886,internet privacy,SKILL
1887,requirejs,SKILL
1888,fastly,SKILL
1889,interactive mockups,SKILL
1890,location based service,SKILL
1891,data structure,SKILL
1892,analog to digital converter,SKILL
1893,multispectral image,SKILL
1894,jquery ui,SKILL
1895,activity recognition,SKILL
1896,emacs,SKILL
1897,brute force search,SKILL
1898,video quality,SKILL
1899,package managers,SKILL
1900,react router,SKILL
1901,next js,SKILL
1902,polymorphism computer science,SKILL
1903,mailjet,SKILL
1904,data stream mining,SKILL
1905,control flow,SKILL
1906,numpy,SKILL
1907,openresty,SKILL
1908,semantics,SKILL
1909,abstract interpretation,SKILL
1910,immutable.js,SKILL
1911,jitter,SKILL
1912,objective-c,SKILL
1913,financial system,SKILL
1914,abstract machine,SKILL
1915,gerrit code review,SKILL
1916,fullstory,SKILL
1917,quantum algorithm,SKILL
1918,compiler,SKILL
1919,line of sight,SKILL
1920,compressed sensing,SKILL
1921,sequel pro,SKILL
1922,javascript ui libraries,SKILL
1923,clever cloud,SKILL
1924,knapsack problem,SKILL
1925,weebly,SKILL
1926,cypress,SKILL
1927,json,SKILL
1928,entity–relationship model,SKILL
1929,time–frequency analysis,SKILL
1930,kotlin,SKILL
1931,http,SKILL
1932,fabric,SKILL
1933,platform as a service,SKILL
1934,base station,SKILL
1935,cross platform desktop development,SKILL
1936,centos,SKILL
1937,amazon athena,SKILL
1938,code quality,SKILL
1939,flip flop,SKILL
1940,mongoose,SKILL
1941,flux,SKILL
1942,formal concept analysis,SKILL
1943,pulp and paper industry,SKILL
1944,command line interface,SKILL
1945,wimax,SKILL
1946,telecommunications service,SKILL
1947,distance transform,SKILL
1948,text box,SKILL
1949,web server,SKILL
1950,homebridge,SKILL
1951,fault tolerance,SKILL
1952,mobile error monitoring,SKILL
1953,mobx,SKILL
1954,postman,SKILL
1955,shape analysis digital geometry,SKILL
1956,information theory,SKILL
1957,particle swarm optimization,SKILL
1958,resque,SKILL
1959,body text,SKILL
1960,query expansion,SKILL
1961,shift register,SKILL
1962,algorithm,SKILL
1963,internet protocol suite,SKILL
1964,numerical stability,SKILL
1965,self-management,SKILL
1966,model checking,SKILL
1967,game engine,SKILL
1968,clojure,SKILL
1969,coding social sciences,SKILL
1970,arduino,SKILL
1971,case-based reasoning,SKILL
1972,messenger platform,SKILL
1973,oracle,SKILL
1974,scala,SKILL
1975,ant design,SKILL
1976,salesforce sales cloud,SKILL
1977,speckle pattern,SKILL
1978,prognostics,SKILL
1979,ovh,SKILL
1980,release,SKILL
1981,android studio,SKILL
1982,fingerprint,SKILL
1983,aws elastic beanstalk,SKILL
1984,ai,SKILL
1985,heroku ci,SKILL
1986,model-based reasoning,SKILL
1987,reachability,SKILL
1988,parse,SKILL
1989,assets and media,SKILL
1990,search box,SKILL
1991,expressjs,SKILL
1992,redux.js,SKILL
1993,fusion,SKILL
1994,dynamic time warping,SKILL
1995,interpolation,SKILL
1996,risk analysis engineering,SKILL
1997,mesh networking,SKILL
1998,consul,SKILL
1999,automotive engineering,SKILL
2000,hyperspectral imaging,SKILL
2001,arboriculture,SKILL
2002,new relic,SKILL
2003,spreadsheets online,SKILL
2004,information model,SKILL
2005,nativescript,SKILL
2006,supervisory control,SKILL
2007,erasure code,SKILL
2008,angular 2,SKILL
2009,uptime robot,SKILL
2010,image meta search,SKILL
2011,content delivery network,SKILL
2012,industrial organization,SKILL
2013,mutual exclusion,SKILL
2014,microsoft azure,SKILL
2015,documentation as a service & tools,SKILL
2016,geospatial analysis,SKILL
2017,knex.js,SKILL
2018,multimedia,SKILL
2019,look-ahead,SKILL
2020,matched filter,SKILL
2021,load balancer / reverse proxy,SKILL
2022,react js boilerplate,SKILL
2023,firebase,SKILL
2024,visual programming language,SKILL
2025,compass,SKILL
2026,docker for aws,SKILL
2027,mechanical engineering,SKILL
2028,survey widget,SKILL
2029,real-time operating system,SKILL
2030,sensor array,SKILL
2031,passive optical network,SKILL
2032,phabricator,SKILL
2033,relational database,SKILL
2034,search/retrieve via url,SKILL
2035,data consistency,SKILL
2036,serverless   task processing,SKILL
2037,traefik,SKILL
2038,big data tools,SKILL
2039,laravel homestead,SKILL
2040,spring,SKILL
2041,realtime analytics,SKILL
2042,virtual machine management,SKILL
2043,aws codedeploy,SKILL
2044,azure websites,SKILL
2045,human–computer interaction,SKILL
2046,phoenix framework,SKILL
2047,caddy,SKILL
2048,knowledge base,SKILL
2049,specification,SKILL
2050,shrinkage,SKILL
2051,front end package manager,SKILL
2052,mongoid,SKILL
2053,bazel,SKILL
2054,amazon rds for aurora,SKILL
2055,intelligent agent,SKILL
2056,peer to peer,SKILL
2057,storm,SKILL
2058,middleware,SKILL
2059,relay,SKILL
2060,complex data type,SKILL
2061,spring-boot,SKILL
2062,framework,SKILL
2063,nexmo,SKILL
2064,monitoring tools,SKILL
2065,robot,SKILL
2066,stemming,SKILL
2067,mining engineering,SKILL
2068,static random access memory,SKILL
2069,concurrent computing,SKILL
2070,beanstalk,SKILL
2071,firefox,SKILL
2072,software-defined radio,SKILL
2073,indentation,SKILL
2074,aws codebuild,SKILL
2075,breadth first search,SKILL
2076,tools for github,SKILL
2077,random forest,SKILL
2078,facial recognition system,SKILL
2079,zend framework,SKILL
2080,library,SKILL
2081,neo4j,SKILL
2082,react hot loader,SKILL
2083,garbage collection,SKILL
2084,mailgun,SKILL
2085,text mining,SKILL
2086,data flow diagram,SKILL
2087,apache ant,SKILL
2088,sphinx,SKILL
2089,keyword extraction,SKILL
2090,read write memory,SKILL
2091,selenium,SKILL
2092,wavelength-division multiplexing,SKILL
2093,ambiguity,SKILL
2094,redux-saga,SKILL
2095,convergence routing,SKILL
2096,graphic design,SKILL
2097,gluon,SKILL
2098,3d,SKILL
2099,path analysis statistics,SKILL
2100,doctrine 2,SKILL
2101,word-sense disambiguation,SKILL
2102,aws cloudformation,SKILL
2103,patent classification,SKILL
2104,segmentation,SKILL
2105,unified modeling language,SKILL
2106,chrome,SKILL
2107,database design,SKILL
2108,synthetic data,SKILL
2109,scheduling computing,SKILL
