,Text,Type
1106,neural coding,SKILL
1107,power management,SKILL
1108,semantic web,SKILL
1109,analog-to-digital converter,SKILL
1110,engineering,SKILL
1111,data system,SKILL
1112,locust,SKILL
1113,ml kit,SKILL
1114,network congestion,SKILL
1115,programming paradigm,SKILL
1116,query languages,SKILL
1117,real-time data,SKILL
1118,google kubernetes engine,SKILL
1119,redux thunk,SKILL
1120,android studio,SKILL
1121,round-trip delay time,SKILL
1122,paw,SKILL
1123,templating languages & extensions,SKILL
1124,azure functions,SKILL
1125,command line interface,SKILL
1126,data classification,SKILL
1127,interconnection,SKILL
1128,cataloging,SKILL
1129,readme io,SKILL
1130,data access,SKILL
1131,workflow,SKILL
1132,presto,SKILL
1133,dynamic time warping,SKILL
1134,latency engineering,SKILL
1135,mixed model,SKILL
1136,data science tools,SKILL
1137,plotly,SKILL
1138,structured text,SKILL
1139,perl,SKILL
1140,awx,SKILL
1141,circleci,SKILL
1142,incapsula,SKILL
1143,pwa,SKILL
1144,first-order logic,SKILL
1145,jitter,SKILL
1146,javascript utilities & libraries,SKILL
1147,virtual private cloud,SKILL
1148,crm,SKILL
1149,application hosting,SKILL
1150,logrocket,SKILL
1151,sendgrid,SKILL
1152,telephony,SKILL
1153,background subtraction,SKILL
1154,pulp and paper industry,SKILL
1155,computer science,SKILL
1156,regression analysis,SKILL
1157,strongly connected component,SKILL
1158,unified medical language system,SKILL
1159,multispectral image,SKILL
1160,data integration,SKILL
1161,scripting language,SKILL
1162,polymorphism computer science,SKILL
1163,access method,SKILL
1164,microsoft bot framework,SKILL
1165,data reduction,SKILL
1166,dijkstra's algorithm,SKILL
1167,control theory,SKILL
1168,aws codebuild,SKILL
1169,multimodal search,SKILL
1170,iterative reconstruction,SKILL
1171,react.js boilerplate,SKILL
1172,discriminative model,SKILL
1173,sentiment analysis,SKILL
1174,prisma,SKILL
1175,functional testing,SKILL
1176,node js,SKILL
1177,petroleum engineering,SKILL
1178,dynamic testing,SKILL
1179,factorial experiment,SKILL
1180,knex js,SKILL
1181,automotive engineering,SKILL
1182,kibana,SKILL
1183,flip-flop,SKILL
1184,benchmark computing,SKILL
1185,dash,SKILL
1186,biometrics,SKILL
1187,built in self test,SKILL
1188,distributed algorithm,SKILL
1189,libraries,SKILL
1190,lastpass,SKILL
1191,lambdatest,SKILL
1192,ubuntu,SKILL
1193,passive optical network,SKILL
1194,wiener filter,SKILL
1195,openshift,SKILL
1196,flat panel display,SKILL
1197,multivariate analysis,SKILL
1198,biological database,SKILL
1199,cryptographic protocol,SKILL
1200,voice and sms,SKILL
1201,spacemacs,SKILL
1202,core network,SKILL
1203,reactiveui,SKILL
1204,sequel pro,SKILL
1205,yarn,SKILL
1206,data management,SKILL
1207,secrets management,SKILL
1208,rule based system,SKILL
1209,sauce labs,SKILL
1210,iframely,SKILL
1211,swift,SKILL
1212,clojurescript,SKILL
1213,databases,SKILL
1214,real time data,SKILL
1215,docker,SKILL
1216,intrusion detection system,SKILL
1217,scheduling computing,SKILL
1218,virtual machine,SKILL
1219,custom analytics,SKILL
1220,aspect-oriented programming,SKILL
1221,data retrieval,SKILL
1222,word-sense disambiguation,SKILL
1223,breadth first search,SKILL
1224,sails.js,SKILL
1225,scikit-learn,SKILL
1226,random indexing,SKILL
1227,amp,SKILL
1228,information theory,SKILL
1229,linux,SKILL
1230,internet of things hardware,SKILL
1231,facial recognition system,SKILL
1232,mobile,SKILL
1233,api tools,SKILL
1234,dynamic loading,SKILL
1235,memcachier,SKILL
1236,data type,SKILL
1237,github enterprise,SKILL
1238,software,SKILL
1239,3d,SKILL
1240,point to point,SKILL
1241,superset,SKILL
1242,application and data,SKILL
1243,prosthesis,SKILL
1244,peer-to-peer,SKILL
1245,control engineering,SKILL
1246,sphinx,SKILL
1247,agile project management,SKILL
1248,hotjar,SKILL
1249,field programmable gate array,SKILL
1250,tensorflow,SKILL
1251,game development,SKILL
1252,google bigquery,SKILL
1253,istio,SKILL
1254,model based reasoning,SKILL
1255,microsoft iis,SKILL
1256,parallel computing,SKILL
1257,arduino,SKILL
1258,online public access catalog,SKILL
1259,software-defined networking,SKILL
1260,expressjs,SKILL
1261,video quality,SKILL
1262,koding,SKILL
1263,docker for aws,SKILL
1264,filestack,SKILL
1265,oxygene,SKILL
1266,data consistency,SKILL
1267,sketch,SKILL
1268,linear logic,SKILL
1269,deadlock,SKILL
1270,crazy egg,SKILL
1271,log management,SKILL
1272,media access control,SKILL
1273,auth0,SKILL
1274,propositional calculus,SKILL
1275,data visualization,SKILL
1276,codemirror,SKILL
1277,in memory databases,SKILL
1278,transparency graphic,SKILL
1279,component analysis,SKILL
1280,react hot loader,SKILL
1281,infobox,SKILL
1282,object oriented programming,SKILL
1283,semaphore,SKILL
1284,functional dependency,SKILL
1285,logic gate,SKILL
1286,formal language,SKILL
1287,template matching,SKILL
1288,source code,SKILL
1289,ml,SKILL
1290,tornado,SKILL
1291,analog to digital converter,SKILL
1292,node.js process manager,SKILL
1293,video processing,SKILL
1294,multi-agent system,SKILL
1295,least squares,SKILL
1296,cross platform desktop development,SKILL
1297,server configuration and automation,SKILL
1298,dedicated cloud hosting,SKILL
1299,hibernate,SKILL
1300,js build tools / js task runners,SKILL
1301,constant false alarm rate,SKILL
1302,branch and bound,SKILL
1303,deontic logic,SKILL
1304,ovh,SKILL
1305,handlebars js,SKILL
1306,knowledge extraction,SKILL
1307,intelligent agent,SKILL
1308,computational complexity theory,SKILL
1309,first order logic,SKILL
1310,bitcoin,SKILL
1311,design,SKILL
1312,utilities,SKILL
1313,application server,SKILL
1314,semantics,SKILL
1315,minecraft,SKILL
1316,gaussian noise,SKILL
1317,cluster management,SKILL
1318,amazon cloudfront,SKILL
1319,digital subscriber line,SKILL
1320,microsoft azure,SKILL
1321,internet of things,SKILL
1322,network performance,SKILL
1323,publishing,SKILL
1324,ipfs,SKILL
1325,relational database,SKILL
1326,diagram,SKILL
1327,time-sharing,SKILL
1328,commenting service,SKILL
1329,raml,SKILL
1330,computer engineering,SKILL
1331,vuepress,SKILL
1332,uncertain data,SKILL
1333,amazon machine learning,SKILL
1334,knowledge based systems,SKILL
1335,rollbar,SKILL
1336,asp net,SKILL
1337,devise,SKILL
1338,microsoft sql server,SKILL
1339,angularui,SKILL
1340,image fusion,SKILL
1341,liquibase,SKILL
1342,network planning and design,SKILL
1343,biomedical engineering,SKILL
1344,google cloud messaging,SKILL
1345,digitalocean,SKILL
1346,data transmission,SKILL
1347,appium,SKILL
1348,active networking,SKILL
1349,time domain,SKILL
1350,ontology information science,SKILL
1351,c3.js,SKILL
1352,cobol,SKILL
1353,electrical engineering,SKILL
1354,unified modeling language,SKILL
1355,php-mvc,SKILL
1356,econometric model,SKILL
1357,stack overflow,SKILL
1358,signalr,SKILL
1359,objective-c,SKILL
1360,table information,SKILL
1361,microdata html,SKILL
1362,coreos,SKILL
1363,business intelligence,SKILL
1364,metadata,SKILL
1365,mining engineering,SKILL
1366,query language,SKILL
1367,wordpress,SKILL
1368,sonatype nexus,SKILL
1369,video tracking,SKILL
1370,document processing,SKILL
1371,vue.js,SKILL
1372,hough transform,SKILL
1373,code collaboration & version control,SKILL
1374,geckoboard,SKILL
1375,systems management,SKILL
1376,data model,SKILL
1377,cloud foundry,SKILL
1378,asynchronous transfer mode,SKILL
1379,memory management,SKILL
1380,livereload,SKILL
1381,semantic html,SKILL
1382,knex.js,SKILL
1383,fluentd,SKILL
1384,analytics,SKILL
1385,snippet,SKILL
1386,smart information retrieval system,SKILL
1387,computer aided software engineering,SKILL
1388,artificial intelligence,SKILL
1389,mutual information,SKILL
1390,material design for angular,SKILL
1391,testing frameworks,SKILL
1392,lexico,SKILL
1393,wercker,SKILL
1394,onesignal,SKILL
1395,euclidean distance,SKILL
1396,data quality,SKILL
1397,program design language,SKILL
1398,data file,SKILL
1399,google cloud pub sub,SKILL
1400,structural equation modeling,SKILL
1401,languages & frameworks,SKILL
1402,bourbon,SKILL
1403,mean,SKILL
1404,entity–relationship model,SKILL
1405,paypal,SKILL
1406,spacevim,SKILL
1407,authy,SKILL
1408,visual inspection,SKILL
1409,ubiquitous computing,SKILL
1410,garbage collection,SKILL
1411,object-oriented programming,SKILL
1412,platform as a service tools,SKILL
1413,web forms,SKILL
1414,openstack,SKILL
1415,c#,SKILL
1416,big data,SKILL
1417,unicorn,SKILL
1418,monitoring tools,SKILL
1419,flow control data,SKILL
1420,change detection,SKILL
1421,sendbird,SKILL
1422,middleware,SKILL
1423,computer graphics images,SKILL
1424,replication computing,SKILL
1425,search box,SKILL
1426,kullback–leibler divergence,SKILL
1427,emulator,SKILL
1428,junit,SKILL
1429,materialize,SKILL
1430,stripe,SKILL
1431,abstract data type,SKILL
1432,knowledge management,SKILL
1433,client–server model,SKILL
1434,aerial photography,SKILL
1435,sql database as a service,SKILL
1436,convergence routing,SKILL
1437,container tools,SKILL
1438,context-free language,SKILL
1439,snyk,SKILL
1440,aws direct connect,SKILL
1441,weebly,SKILL
1442,distributed computing environment,SKILL
1443,linear temporal logic,SKILL
1444,optical transfer function,SKILL
1445,oracle,SKILL
1446,scanner,SKILL
1447,chemometrics,SKILL
1448,exploratory data analysis,SKILL
1449,intelligent document,SKILL
1450,readme.io,SKILL
1451,virtualization platform,SKILL
1452,web components,SKILL
1453,code generation,SKILL
1454,eye movement,SKILL
1455,kubernetes,SKILL
1456,deploybot,SKILL
1457,higher-order statistics,SKILL
1458,frequency analysis,SKILL
1459,flip flop,SKILL
1460,sendwithus,SKILL
1461,data processing,SKILL
1462,docker compose,SKILL
1463,composite index,SKILL
1464,automatic summarization,SKILL
1465,particle swarm optimization,SKILL
1466,deterministic automaton,SKILL
1467,game engine,SKILL
1468,performance metric,SKILL
1469,pug,SKILL
1470,data stores,SKILL
1471,fullstory,SKILL
1472,wireframing,SKILL
1473,dc/os,SKILL
1474,azure cosmos db,SKILL
1475,alpine linux,SKILL
1476,brightness,SKILL
1477,data extraction,SKILL
1478,material design for bootstrap,SKILL
1479,jupyter,SKILL
1480,predictive coding,SKILL
1481,message queue,SKILL
1482,structural engineering,SKILL
1483,google cloud datastore,SKILL
1484,independent set,SKILL
1485,art & architecture thesaurus,SKILL
1486,groovy,SKILL
1487,concurrency frameworks,SKILL
1488,workload,SKILL
1489,microcontroller,SKILL
1490,k-d tree,SKILL
1491,web app,SKILL
1492,quantifier elimination,SKILL
1493,cost database,SKILL
1494,aeronautics,SKILL
1495,cucumber,SKILL
1496,emoji,SKILL
1497,watershed,SKILL
1498,content delivery network,SKILL
1499,serverless / task processing,SKILL
1500,durability,SKILL
1501,html,SKILL
1502,motion planning,SKILL
1503,reliability computer networking,SKILL
1504,peak signal-to-noise ratio,SKILL
1505,data structure,SKILL
1506,json server,SKILL
1507,r,SKILL
1508,variables,SKILL
1509,association rule learning,SKILL
1510,streams,SKILL
1511,program optimization,SKILL
1512,big data as a service,SKILL
1513,blind signal separation,SKILL
1514,amazon rds,SKILL
1515,customer relationship management,SKILL
1516,heroku ci,SKILL
1517,multimedia database,SKILL
1518,amazon sns,SKILL
1519,semantic network,SKILL
1520,look ahead,SKILL
1521,marketing automation,SKILL
1522,computational science,SKILL
1523,errors in variables models,SKILL
1524,translation service,SKILL
1525,pytorch,SKILL
1526,drone io,SKILL
1527,wavelength division multiplexing,SKILL
1528,amazon sqs,SKILL
1529,concept learning,SKILL
1530,frameworks full stack,SKILL
1531,logistic regression,SKILL
1532,datadog,SKILL
1533,preact,SKILL
1534,gnu bash,SKILL
1535,composer,SKILL
1536,reliability engineering,SKILL
1537,similarity measure,SKILL
1538,curse of dimensionality,SKILL
1539,computer-aided software engineering,SKILL
1540,very large database,SKILL
1541,bower,SKILL
1542,vmware vsphere,SKILL
1543,kitematic,SKILL
1544,outlier,SKILL
1545,bag-of-words model,SKILL
1546,application-specific integrated circuit,SKILL
1547,clion,SKILL
1548,activity recognition,SKILL
1549,stylelint,SKILL
1550,homogeneity statistics,SKILL
1551,momentjs,SKILL
1552,codec,SKILL
1553,text segmentation,SKILL
1554,css pre processors / extensions,SKILL
1555,low-pass filter,SKILL
1556,druid,SKILL
1557,link analysis,SKILL
1558,nlp,SKILL
1559,play,SKILL
1560,telegram bot api,SKILL
1561,finance,SKILL
1562,source document,SKILL
1563,fusion,SKILL
1564,scalable vector graphics,SKILL
1565,chemical engineering,SKILL
1566,webstorm,SKILL
1567,version control system,SKILL
1568,computer program,SKILL
1569,jest,SKILL
1570,proximity search,SKILL
1571,debian,SKILL
1572,mapbox,SKILL
1573,read only memory,SKILL
1574,handlebars.js,SKILL
1575,scikit learn,SKILL
1576,rails api,SKILL
1577,triangulation social science,SKILL
1578,duplicate content,SKILL
1579,satisfiability,SKILL
1580,errors-in-variables models,SKILL
1581,marketing,SKILL
1582,evolutionary algorithm,SKILL
1583,automatic programming,SKILL
1584,semantic matching,SKILL
1585,devops,SKILL
1586,database transaction,SKILL
1587,riak,SKILL
1588,in-memory databases,SKILL
1589,cross-platform mobile development,SKILL
1590,patent classification,SKILL
1591,algorithms,SKILL
1592,cepstrum,SKILL
1593,search engines,SKILL
1594,maven,SKILL
1595,debugging,SKILL
1596,let's encrypt,SKILL
1597,hetzner online ag,SKILL
1598,real time communication,SKILL
1599,medium,SKILL
1600,terraform,SKILL
1601,operating systems,SKILL
1602,source separation,SKILL
1603,abstract machine,SKILL
1604,opensuse,SKILL
1605,circumscription,SKILL
1606,leaflet,SKILL
1607,load management,SKILL
1608,human–computer interaction,SKILL
1609,google tag manager,SKILL
1610,assets and media,SKILL
1611,appveyor,SKILL
1612,queueing theory,SKILL
1613,styled-components,SKILL
1614,stitch,SKILL
1615,sonarqube,SKILL
1616,domain registration,SKILL
1617,bazel,SKILL
1618,wix,SKILL
1619,read-only memory,SKILL
1620,mobility model,SKILL
1621,comprehension,SKILL
1622,redmine,SKILL
1623,digital signal processing,SKILL
1624,simulation,SKILL
1625,information retrieval,SKILL
1626,mobile agent,SKILL
1627,systems engineering,SKILL
1628,monitoring aggregation,SKILL
1629,pingdom,SKILL
1630,geotagging,SKILL
1631,jenkins,SKILL
1632,slim,SKILL
1633,markup language,SKILL
1634,multidimensional scaling,SKILL
1635,schedule,SKILL
1636,amazon api gateway,SKILL
1637,information overload,SKILL
1638,keycdn,SKILL
1639,minio,SKILL
1640,reinforcement learning,SKILL
1641,charting libraries,SKILL
1642,es6,SKILL
1643,color vision,SKILL
1644,puma,SKILL
1645,first class,SKILL
1646,nexmo,SKILL
1647,point location,SKILL
1648,stamplay,SKILL
1649,mobile prototyping & interaction design tools,SKILL
1650,telecommunications service,SKILL
1651,fast fourier transform,SKILL
1652,liquid-crystal display,SKILL
1653,multi user,SKILL
1654,level of detail,SKILL
1655,speaker recognition,SKILL
1656,docker cloud,SKILL
1657,k d tree,SKILL
1658,loader.io,SKILL
1659,virtual memory,SKILL
1660,inspec,SKILL
1661,object relational mapper orm,SKILL
1662,point-to-point,SKILL
1663,bitrise,SKILL
1664,shields io,SKILL
1665,jekyll,SKILL
1666,web server,SKILL
1667,key lock,SKILL
1668,aws lambda,SKILL
1669,file format,SKILL
1670,jquery,SKILL
1671,redux-thunk,SKILL
1672,unsupervised learning,SKILL
1673,interaction,SKILL
1674,xcode,SKILL
1675,reference frame,SKILL
1676,google,SKILL
1677,erasure code,SKILL
1678,web mining,SKILL
1679,medical imaging,SKILL
1680,communications,SKILL
1681,directed graph,SKILL
1682,control flow,SKILL
1683,secure communication,SKILL
1684,logstash,SKILL
1685,gogs,SKILL
1686,spring cloud,SKILL
1687,angularjs,SKILL
1688,user interface,SKILL
1689,solid modeling,SKILL
1690,detection theory,SKILL
1691,instrumental variable,SKILL
1692,sorting,SKILL
1693,nginx,SKILL
1694,code coverage,SKILL
1695,spring,SKILL
1696,elixir,SKILL
1697,document layout analysis,SKILL
1698,speech processing,SKILL
1699,payment services,SKILL
1700,slim lang,SKILL
1701,ibm   api connect,SKILL
1702,technological change,SKILL
1703,qt,SKILL
1704,ensemble learning,SKILL
1705,visual studio code,SKILL
1706,amazon ec2,SKILL
1707,memcached,SKILL
1708,finagle,SKILL
1709,non volatile memory,SKILL
1710,sencha touch,SKILL
1711,speech recognition,SKILL
1712,api documentation browser,SKILL
1713,omniauth,SKILL
1714,next-generation network,SKILL
1715,transactional email,SKILL
1716,elasticsearch,SKILL
1717,k nearest neighbors algorithm,SKILL
1718,scrutinizer,SKILL
1719,apache tomcat,SKILL
1720,dependency monitoring,SKILL
1721,search algorithm,SKILL
1722,knowledge-based systems,SKILL
1723,structured document,SKILL
1724,localization,SKILL
1725,document signature,SKILL
1726,higher order statistics,SKILL
1727,textmate,SKILL
1728,karhunen–loève theorem,SKILL
1729,code quality,SKILL
1730,operational transformation,SKILL
1731,sinatra,SKILL
1732,cross-platform desktop development,SKILL
1733,crystal,SKILL
1734,project management,SKILL
1735,phalcon,SKILL
1736,netty,SKILL
1737,jupyter notebook,SKILL
1738,openlayers,SKILL
1739,display device,SKILL
1740,coordinate system,SKILL
1741,figma,SKILL
1742,network delay,SKILL
1743,parallel algorithm,SKILL
1744,consul,SKILL
1745,virtualbox,SKILL
1746,hyperspectral imaging,SKILL
1747,random forest,SKILL
1748,receiver operating characteristic,SKILL
1749,linux mint,SKILL
1750,graphical user interface,SKILL
1751,multi core processor,SKILL
1752,distributed database,SKILL
1753,new relic,SKILL
1754,search/retrieve via url,SKILL
1755,multi agent system,SKILL
1756,firebase,SKILL
1757,vim,SKILL
1758,legal information retrieval,SKILL
1759,construction engineering,SKILL
1760,rdf,SKILL
1761,jasmine,SKILL
1762,plagiarism detection,SKILL
1763,internet protocol suite,SKILL
1764,tower,SKILL
1765,key exchange,SKILL
1766,real-time operating system,SKILL
1767,type theory,SKILL
1768,computational model,SKILL
1769,audio signal,SKILL
1770,apache http server,SKILL
1771,pixel art,SKILL
1772,fault model,SKILL
1773,hosted blogging platforms,SKILL
1774,image segmentation,SKILL
1775,petri net,SKILL
1776,gerrit code review,SKILL
1777,bayesian inference,SKILL
1778,messenger platform,SKILL
1779,complex data type,SKILL
1780,text mining,SKILL
1781,tools for text editors,SKILL
1782,clone java method,SKILL
1783,medical literature retrieval,SKILL
1784,pushwoosh,SKILL
1785,business tools,SKILL
1786,database,SKILL
1787,vault,SKILL
1788,simulated annealing,SKILL
1789,rest api,SKILL
1790,p2p,SKILL
1791,apache zeppelin,SKILL
1792,search engine indexing,SKILL
1793,travelling salesman problem,SKILL
1794,error detection and correction,SKILL
1795,data as a service,SKILL
1796,react router,SKILL
1797,kafka,SKILL
1798,mongodb,SKILL
1799,seasonality,SKILL
1800,stop words,SKILL
1801,chatbot platforms & tools,SKILL
1802,analytics integrator,SKILL
1803,discrete system,SKILL
1804,database design,SKILL
1805,integer programming,SKILL
1806,haskell,SKILL
1807,information filtering system,SKILL
1808,formal specification,SKILL
1809,telegram,SKILL
1810,open data,SKILL
1811,built-in self-test,SKILL
1812,riot,SKILL
1813,clever cloud,SKILL
1814,ava,SKILL
1815,data flow diagram,SKILL
1816,colorimetry,SKILL
1817,docker swarm,SKILL
1818,hypercube,SKILL
1819,terminal,SKILL
1820,monitoring,SKILL
1821,topic model,SKILL
1822,input device,SKILL
1823,data integrity,SKILL
1824,visual programming language,SKILL
1825,pandas,SKILL
1826,environmental engineering,SKILL
1827,information management,SKILL
1828,shortest path problem,SKILL
1829,geoparsing,SKILL
1830,parse-server,SKILL
1831,virtual machine management,SKILL
1832,fortran,SKILL
1833,graphical model,SKILL
1834,local area network,SKILL
1835,visual cortex,SKILL
1836,cloudinary,SKILL
1837,signal strength,SKILL
1838,mongodb hosting,SKILL
1839,buildkite,SKILL
1840,mobile testing frameworks,SKILL
1841,font,SKILL
1842,random access,SKILL
1843,postmark,SKILL
1844,brain mapping,SKILL
1845,django,SKILL
1846,ecommerce,SKILL
1847,real-time computing,SKILL
1848,tree data structure,SKILL
1849,correlation coefficient,SKILL
1850,data manipulation language,SKILL
1851,cloud9 ide,SKILL
1852,socket.io,SKILL
1853,parse server,SKILL
1854,dart,SKILL
1855,material-ui,SKILL
1856,load balancer / reverse proxy,SKILL
1857,wavelet,SKILL
1858,mocha,SKILL
1859,postgis,SKILL
1860,static site generators,SKILL
1861,github,SKILL
1862,formal concept analysis,SKILL
1863,type inference,SKILL
1864,squarespace,SKILL
1865,data logger,SKILL
1866,jetty,SKILL
1867,naive bayes classifier,SKILL
1868,rotation,SKILL
1869,aboutness,SKILL
1870,mean-shift,SKILL
1871,emotion recognition,SKILL
1872,actuarial science,SKILL
1873,flux,SKILL
1874,microservices tools,SKILL
1875,programmable logic device,SKILL
1876,time series,SKILL
1877,computer data storage,SKILL
1878,markdown,SKILL
1879,f#,SKILL
1880,amazon rds for postgresql,SKILL
1881,interactive mockups,SKILL
1882,kendo ui,SKILL
1883,optical imaging,SKILL
1884,metabase,SKILL
1885,facial expression,SKILL
1886,semantic similarity,SKILL
1887,speech coding,SKILL
1888,expert system,SKILL
1889,description logic,SKILL
1890,decision tree,SKILL
1891,embedded system,SKILL
1892,sparkpost,SKILL
1893,pile,SKILL
1894,information seeking,SKILL
1895,goodness of fit,SKILL
1896,javascript ui libraries,SKILL
1897,network topology,SKILL
1898,urban airship,SKILL
1899,high-level programming language,SKILL
1900,portainer,SKILL
1901,fossa,SKILL
1902,false positive rate,SKILL
1903,typeform,SKILL
1904,operating system,SKILL
1905,turing machine,SKILL
1906,hasura,SKILL
1907,imgix,SKILL
1908,mechanical engineering,SKILL
1909,particle filter,SKILL
1910,push monkey,SKILL
1911,image meta search,SKILL
1912,shields.io,SKILL
1913,apache spark,SKILL
1914,binary search tree,SKILL
1915,integrated development environment,SKILL
1916,neo4j,SKILL
1917,runtime system,SKILL
1918,enterprise information security architecture,SKILL
1919,java build tools,SKILL
1920,specification,SKILL
1921,c,SKILL
1922,background processing,SKILL
1923,integrated development environment tools,SKILL
1924,spring boot,SKILL
1925,amplitude,SKILL
1926,google maps,SKILL
1927,dynamic data,SKILL
1928,mattermost,SKILL
1929,presentation semantics,SKILL
1930,smart card,SKILL
1931,data sharing,SKILL
1932,file storage,SKILL
1933,real-time communication,SKILL
1934,spring-boot,SKILL
1935,codekit,SKILL
1936,general analytics,SKILL
1937,docker machine,SKILL
1938,drupal,SKILL
1939,redux.js,SKILL
1940,electronic engineering,SKILL
1941,intelligent network,SKILL
1942,front end,SKILL
1943,filter signal processing,SKILL
1944,line of sight,SKILL
1945,knowledge representation and reasoning,SKILL
1946,rough set,SKILL
1947,koa,SKILL
1948,chatops,SKILL
1949,hadoop,SKILL
1950,web starter kit,SKILL
1951,sublime text,SKILL
1952,akamai,SKILL
1953,computer cluster,SKILL
1954,reverse engineering,SKILL
1955,encryption,SKILL
1956,statistical model,SKILL
1957,superresolution,SKILL
1958,response surface methodology,SKILL
1959,tableau,SKILL
1960,data stream,SKILL
1961,collaboration,SKILL
1962,transport engineering,SKILL
1963,visualization,SKILL
1964,teamcity,SKILL
1965,shopify,SKILL
1966,api,SKILL
1967,haml,SKILL
1968,decomposition method constraint satisfaction,SKILL
1969,zeromq,SKILL
1970,amazon emr,SKILL
1971,remote control,SKILL
1972,google cloud pub/sub,SKILL
1973,data warehouse,SKILL
1974,moving average,SKILL
1975,pico 8,SKILL
1976,static random-access memory,SKILL
1977,codacy,SKILL
1978,noise reduction,SKILL
1979,runscope,SKILL
1980,homebrew,SKILL
1981,residual,SKILL
1982,decidability,SKILL
1983,adder,SKILL
1984,load and performance testing,SKILL
1985,3d reconstruction,SKILL
1986,exception monitoring,SKILL
1987,clicktale,SKILL
1988,amazon cognito,SKILL
1989,throughput,SKILL
1990,segment,SKILL
1991,high level synthesis,SKILL
1992,marathon,SKILL
1993,status page hosting,SKILL
1994,distributed object,SKILL
1995,static web hosting,SKILL
1996,time of arrival,SKILL
1997,microcomputer,SKILL
1998,cloud hosting,SKILL
1999,time constraint,SKILL
2000,browserstack,SKILL
2001,top down and bottom up design,SKILL
2002,kissmetrics,SKILL
2003,pixel,SKILL
2004,forums,SKILL
2005,component,SKILL
2006,styled components,SKILL
2007,principal component analysis,SKILL
2008,heroku redis,SKILL
2009,asynchronous communication,SKILL
2010,software defined networking,SKILL
2011,virtual organization,SKILL
2012,training set,SKILL
2013,email marketing,SKILL
2014,trend analysis,SKILL
2015,aspect oriented programming,SKILL
2016,quantum computer,SKILL
2017,formal verification,SKILL
2018,dyn,SKILL
2019,vector space model,SKILL
2020,amazon athena,SKILL
2021,json,SKILL
2022,random projection,SKILL
2023,sparse approximation,SKILL
2024,geometric modeling,SKILL
2025,pattern recognition,SKILL
2026,postcss,SKILL
2027,the julia language,SKILL
2028,text editor,SKILL
2029,mongoid,SKILL
2030,data stream mining,SKILL
2031,pose,SKILL
2032,api ai,SKILL
2033,minification,SKILL
2034,arborist,SKILL
2035,ember,SKILL
2036,arbol,SKILL
2037,g suite,SKILL
2038,self-management,SKILL
2039,backbone.js,SKILL
2040,decision rule,SKILL
2041,inter-process communication,SKILL
2042,generalization error,SKILL
2043,gsm,SKILL
2044,knowledge acquisition,SKILL
2045,robot,SKILL
2046,trello,SKILL
2047,encoding memory,SKILL
2048,salesforce sales cloud,SKILL
2049,amazon redshift,SKILL
2050,skeleton computer programming,SKILL
2051,quality of service,SKILL
2052,codeanywhere,SKILL
2053,state management library,SKILL
2054,ethernet,SKILL
2055,smoothing,SKILL
2056,asana,SKILL
2057,phantomjs,SKILL
2058,skeleton,SKILL
2059,semi-supervised learning,SKILL
2060,next js,SKILL
2061,word error rate,SKILL
2062,formal methods,SKILL
2063,machine vision,SKILL
2064,language acquisition,SKILL
2065,curve fitting,SKILL
2066,ratchet,SKILL
2067,inter process communication,SKILL
2068,vagrant,SKILL
2069,redis,SKILL
2070,disjunctive normal form,SKILL
2071,redundancy engineering,SKILL
2072,firefox,SKILL
2073,mercurial,SKILL
2074,morphology linguistics,SKILL
2075,google cloud container builder,SKILL
2076,level set,SKILL
2077,piwik,SKILL
2078,peak signal to noise ratio,SKILL
2079,feathersjs,SKILL
2080,data science notebooks,SKILL
2081,multi-core processor,SKILL
2082,parsing,SKILL
2083,material design,SKILL
2084,arangodb,SKILL
2085,world wide web,SKILL
2086,react native,SKILL
2087,performance monitoring,SKILL
2088,programming & code analytics,SKILL
2089,electron,SKILL
2090,indentation,SKILL
2091,amazon s3,SKILL
2092,openresty,SKILL
2093,concourse,SKILL
2094,image processing and management,SKILL
2095,continuous integration,SKILL
2096,operator computer programming,SKILL
2097,dns management,SKILL
2098,domain knowledge,SKILL
2099,localhost tools,SKILL
2100,zenefits,SKILL
2101,google cloud bigtable,SKILL
2102,information retrieval query language,SKILL
2103,deco,SKILL
2104,jquery mobile,SKILL
2105,open postgresql monitoring,SKILL
2106,segmentation,SKILL
2107,fingerprint,SKILL
2108,contingency table,SKILL
2109,self-hosted blogging / cms,SKILL
